-1.5142815113067627,-1.1344640254974365
-1.9300975799560547,-1.1344640254974365
-1.8931043148040771,-1.143190622329712
-1.965570092201233,-1.1257373094558716
-1.440279245376587,-1.1388273239135742
-1.4671831130981445,-1.1301007270812988
-1.9624028205871582,-1.1257373094558716
-1.5171793699264526,-1.1344640254974365
-1.516505241394043,-1.1344640254974365
-1.966451644897461,-1.1257373094558716
-1.4817372560501099,-1.1257373094558716
-0.5741310715675354,-1.1301007270812988
-1.9092878103256226,-1.1388273239135742
-1.9642376899719238,-1.1257373094558716
-1.9096267223358154,-1.1388273239135742
-2.3415467739105225,-1.1344640254974365
-1.910483956336975,-1.1388273239135742
-0.9826112389564514,-1.1301007270812988
-1.9504550695419312,-1.1301007270812988
-1.9464941024780273,-1.1301007270812988
-1.9260927438735962,-1.1344640254974365
-1.4410667419433594,-1.1388273239135742
-1.0423074960708618,-1.1344640254974365
-1.0632907152175903,-1.2566370964050293
-1.4818499088287354,-1.1257373094558716
-1.0427602529525757,-1.1344640254974365
-1.0657058954238892,-1.3351768255233765
-1.0427401065826416,-1.1344640254974365
-1.8883748054504395,-1.143190622329712
-1.5192019939422607,-1.1344640254974365
-2.338719129562378,-1.1344640254974365
-1.5319403409957886,-1.1301007270812988
-1.4537564516067505,-1.1344640254974365
4.376692295074463,-2.8536133766174316
-1.9282259941101074,-1.1344640254974365
-1.9493683576583862,-1.1301007270812988
-1.8859517574310303,-1.1301007270812988
-1.4780778884887695,-1.1257373094558716
-1.9479972124099731,-1.1301007270812988
-1.5204497575759888,-1.1344640254974365
-1.4406380653381348,-1.1388273239135742
-1.9305403232574463,-1.1344640254974365
-1.0530763864517212,-1.1301007270812988
-1.9273706674575806,-1.1344640254974365
-1.9279744625091553,-1.1344640254974365
-1.946544885635376,-1.1301007270812988
-1.930671215057373,-1.1344640254974365
-1.9276221990585327,-1.1344640254974365
-1.469498872756958,-1.1301007270812988
-1.505071759223938,-1.1388273239135742
-1.9116501808166504,-1.1388273239135742
-1.9100552797317505,-1.1388273239135742
-1.0406270027160645,-1.1344640254974365
-3.766692638397217,0.5803219676017761
-1.9300674200057983,-1.1344640254974365
-1.040697455406189,-1.1344640254974365
-1.5389845371246338,-1.1344640254974365
-1.908659815788269,-1.1388273239135742
-1.8973444700241089,-1.1257373094558716
-1.6860065460205078,-1.0821040868759155
-1.9281052350997925,-1.1344640254974365
-1.892738938331604,-1.143190622329712
-0.49972420930862427,-1.4311699867248535
-1.9308522939682007,-1.1344640254974365
-0.9967664480209351,-1.1257373094558716
-1.9652729034423828,-1.1257373094558716
-2.2968673706054688,-1.143190622329712
-1.4391727447509766,-1.1388273239135742
-1.9468597173690796,-1.1301007270812988
-1.9283266067504883,-1.1344640254974365
-1.3714475631713867,-1.2653636932373047
-1.4657307863235474,-1.1301007270812988
-1.4811221361160278,-1.1257373094558716
-1.0417238473892212,-1.1344640254974365
-1.0327937602996826,-1.1388273239135742
-1.4713777303695679,-1.1301007270812988
-1.4327623844146729,-1.1606439352035522
-1.5332200527191162,-1.1301007270812988
-1.4256166219711304,-1.143190622329712
-1.9109325408935547,-1.1388273239135742
-1.9669950008392334,-1.1257373094558716
-1.9283064603805542,-1.1344640254974365
-1.9481090307235718,-1.1301007270812988
-1.9277329444885254,-1.1344640254974365
-1.4681683778762817,-1.1301007270812988
-1.9274311065673828,-1.1344640254974365
-1.1041948795318604,-1.326450228691101
-1.0620708465576172,-1.1257373094558716
-1.964340090751648,-1.1257373094558716
-1.5134060382843018,-1.1344640254974365
-1.9118295907974243,-1.1388273239135742
-1.0425490140914917,-1.1344640254974365
-4.060129642486572,0.4450589716434479
-1.9665131568908691,-1.1257373094558716
-1.0534521341323853,-1.1301007270812988
-1.4521565437316895,-1.1344640254974365
-1.4673761129379272,-1.1301007270812988
-1.4540985822677612,-1.1344640254974365
-2.0195112228393555,-1.1126474142074585
-1.9290813207626343,-1.1344640254974365
-1.9460675716400146,-1.1301007270812988
-1.0429714918136597,-1.1344640254974365
-1.9469918012619019,-1.1301007270812988
-1.4522572755813599,-1.1344640254974365
-1.4519050121307373,-1.1344640254974365
